"","id","wave","age","educ","noveliv","lninc","work"
"116",116,1,31,"Postgraduate",-0.0488282309909238,-5.97864488259321,TRUE
"117",117,1,48,"Postgraduate",1.92675317587676,-25.1116021858884,TRUE
"118",118,1,29,"College Graduate",-1.141717210756,-4.65980813135137,TRUE
"119",119,1,26,"Postgraduate",0.584590603485843,-2.76801390517899,TRUE
"120",120,1,33,"Some College",-0.25621213608158,-6.64081597293841,TRUE
"121",121,1,31,"Some College",0.13575664347019,-5.30265072460533,TRUE
"122",122,1,48,"College Graduate",0.0562431463693963,-25.9311068048041,TRUE
"123",123,1,42,"College Graduate",0.0302674011739387,-17.4767713403482,TRUE
"124",124,1,22,"Some College",-0.279326222924228,-0.263788672946467,TRUE
"125",125,1,43,"Postgraduate",0.756870917892777,-18.3830811377656,TRUE
"126",126,1,45,"College Graduate",0.322421384871838,-20.3142661379293,TRUE
"127",127,1,22,"Some College",-1.53534817785172,-0.641499704032439,TRUE
"128",128,1,40,"High School Graduate",0.714711475527647,-16.3137960737503,TRUE
"129",129,1,38,"Postgraduate",0.249884114572807,-11.1755645950037,TRUE
"130",130,1,45,"High School Graduate",-1.20679758911727,NA,FALSE
"131",131,1,28,"Some College",-1.05277854776249,-2.68374999517646,TRUE
"132",132,1,29,"Postgraduate",-2.18898915749743,-6.22502834397862,TRUE
"133",133,1,34,"College Graduate",-0.282052819621204,-10.0391164898081,TRUE
"134",134,1,34,"Postgraduate",-1.52209260300842,-7.89620104606454,TRUE
"135",135,1,24,"College Graduate",0.242784886983568,-2.37477801626748,TRUE
"136",136,1,34,"Postgraduate",-1.17147042568578,-7.67872850889873,TRUE
"137",137,1,45,"High School Graduate",-0.356548519910728,-21.6520781388802,TRUE
"138",138,1,44,"Some College",-0.831184542122726,NA,FALSE
"139",139,1,41,"Postgraduate",1.16025975362737,-15.8765578081434,TRUE
"140",140,1,39,"College Graduate",-1.32522797073314,-14.148683816276,TRUE
"141",141,1,26,"College Graduate",0.198709746469217,-3.94621716569538,TRUE
"142",142,1,28,"High School Graduate",2.2300161640692,-6.11789464261482,TRUE
"143",143,1,30,"High School Graduate",-1.38858036230172,-4.9280619041488,TRUE
"144",144,1,49,"Postgraduate",0.811129768120773,NA,FALSE
"145",145,1,48,"Postgraduate",1.39478663374154,NA,FALSE
"146",146,1,45,"College Graduate",-0.708672903948203,NA,FALSE
"147",147,1,47,"Postgraduate",-0.476731971154813,NA,FALSE
"148",148,1,50,"Some College",-0.702702152811439,NA,FALSE
"149",149,1,33,"Some College",1.07141035097022,-7.96519070915266,TRUE
"150",150,1,30,"Postgraduate",-1.53829239152936,-4.88965405410109,TRUE
"151",151,1,30,"High School Graduate",-0.917254623873077,-3.98190457078643,TRUE
"152",152,1,24,"High School Graduate",-0.569043957670741,-0.660800849863601,TRUE
"153",153,1,44,"Some College",0.673655404851591,-20.1318985579471,TRUE
"154",154,1,49,"Postgraduate",1.27356597798717,-27.1704539999155,TRUE
"155",155,1,26,"College Graduate",0.786457596899589,-2.80376863927986,TRUE
"156",156,1,39,"College Graduate",0.66821388302829,-15.0003983924302,TRUE
"157",157,1,39,"Some College",-1.33221739132229,-16.2345837051027,TRUE
"158",158,1,49,"College Graduate",0.407269955535043,NA,FALSE
"159",159,1,29,"Some College",-0.0597141186975179,-5.1706150270683,TRUE
"160",160,1,26,"Some College",-0.0376164373387908,-2.25554409794869,TRUE
"161",161,1,42,"High School Graduate",-0.0152215960982373,-18.3909024919955,TRUE
"162",162,1,45,"College Graduate",-0.0240343059020068,-20.7067358466277,TRUE
"163",163,1,33,"College Graduate",1.05496534025968,-8.88027252444544,TRUE
"164",164,1,22,"High School Graduate",-0.0392511581391081,-0.752068068463333,TRUE
"165",165,1,49,"College Graduate",1.19159850209973,NA,FALSE
"166",166,1,27,"High School Graduate",-0.641670451238483,-3.96950159464311,TRUE
"167",167,1,34,"Postgraduate",1.5508001376232,-9.77856902222062,TRUE
"168",168,1,48,"Postgraduate",-0.114631288001998,NA,FALSE
"169",169,1,31,"College Graduate",-0.107046235206884,-5.38732243666972,TRUE
"170",170,1,27,"College Graduate",-0.254871600886687,-4.15999181334089,TRUE
"171",171,1,32,"Some College",0.888249196849782,-7.15465794753755,TRUE
"172",172,1,49,"College Graduate",-1.65842879251376,NA,FALSE
"173",173,1,27,"Postgraduate",0.640823657855868,-2.46006167559117,TRUE
"174",174,1,29,"Some College",0.274451328064596,-5.9107513814593,TRUE
"175",175,1,21,"Postgraduate",2.06789158741113,-0.525135273485702,TRUE
"176",176,1,50,"High School Graduate",0.725267080975887,-31.3655590292615,TRUE
"177",177,1,35,"High School Graduate",0.0288952214624997,-10.8826528501365,TRUE
"178",178,1,38,"Some College",-0.135605816139509,-10.5278851416864,TRUE
"179",179,1,26,"College Graduate",-1.14741300818404,-1.67121562409381,TRUE
"180",180,1,47,"Postgraduate",-1.06357736335476,NA,FALSE
"181",181,1,24,"High School Graduate",-2.2073251261029,-0.78623150862506,TRUE
"182",182,1,33,"College Graduate",2.33326006014269,-8.37096400426102,TRUE
"183",183,1,28,"Postgraduate",-1.65910808254469,-4.27552441721377,TRUE
"184",184,1,50,"Some College",0.259241425648106,NA,FALSE
"185",185,1,24,"Postgraduate",1.23491903904198,-1.0152367477036,TRUE
"186",186,1,48,"High School Graduate",-1.29725577398135,NA,FALSE
"187",187,1,45,"College Graduate",0.462415867093168,-21.9110326489196,TRUE
"188",188,1,22,"High School Graduate",0.650494973864768,-2.35461787773185,TRUE
"189",189,1,29,"High School Graduate",-0.44871289003944,-6.20333809098822,TRUE
"190",190,1,31,"Some College",1.03133732138839,-6.78032900716855,TRUE
"191",191,1,42,"College Graduate",-0.549133957841758,-18.8574268032763,TRUE
"192",192,1,22,"High School Graduate",-0.0450044265238838,-0.735812851463111,TRUE
"193",193,1,43,"High School Graduate",-1.15171915703848,-20.0338201593945,TRUE
"194",194,1,29,"Postgraduate",1.19357600403466,-3.95840462682853,TRUE
"195",195,1,40,"College Graduate",0.0743889734194672,-15.3152594102081,TRUE
"196",196,1,45,"Postgraduate",0.750810968783288,-22.9362885463718,TRUE
"197",197,1,29,"High School Graduate",-0.705953839816807,-4.56217277235769,TRUE
"198",198,1,42,"College Graduate",-0.267372542783517,-17.1191553994774,TRUE
"199",199,1,37,"Postgraduate",-1.19354283122097,-10.7673464491693,TRUE
"200",200,1,37,"Postgraduate",-0.326071740861791,-12.4101969556584,TRUE
"201",201,1,40,"Some College",1.46537160938212,-15.8602294933384,TRUE
"202",202,1,28,"College Graduate",0.0959117636164865,-3.93483871125238,TRUE
"203",203,1,45,"College Graduate",1.64294628227764,-21.6741150523785,TRUE
"204",204,1,48,"High School Graduate",0.189514236852728,NA,FALSE
"205",205,1,41,"High School Graduate",-0.923743303667441,-15.4290761648,TRUE
"206",206,1,21,"High School Graduate",1.44317401582143,1.31008524486985,TRUE
"207",207,1,33,"Postgraduate",-1.63224591959165,-7.26925443809077,TRUE
"208",208,1,39,"College Graduate",0.171376048272103,-15.2944472823782,TRUE
"209",209,1,49,"College Graduate",0.449748545763971,NA,FALSE
"210",210,1,44,"High School Graduate",1.52265381311637,-20.7183211919299,TRUE
"211",211,1,39,"Some College",1.14787511251373,-14.0674476307416,TRUE
"212",212,1,39,"High School Graduate",0.292953332467324,-14.1162822169919,TRUE
"213",213,1,42,"Postgraduate",0.337804731828085,-15.7154035753717,TRUE
"214",214,1,41,"Postgraduate",1.01583020923911,-16.9592246929105,TRUE
"215",215,1,25,"Some College",0.386255398400278,-0.719503161066383,TRUE
"216",216,1,40,"College Graduate",-1.2209815906149,-15.2883349756891,TRUE
"217",217,1,33,"College Graduate",1.84928178032741,-7.00220920689037,TRUE
"218",218,1,44,"College Graduate",-0.493212747981663,-19.7755076587529,TRUE
"219",219,1,29,"Some College",1.3310410627642,-2.1173644174968,TRUE
"220",220,1,22,"High School Graduate",0.957042753579856,-0.634523131959183,TRUE
"221",221,1,23,"High School Graduate",0.88865903765316,-3.00707568484449,TRUE
"222",222,1,39,"College Graduate",0.0834917795050278,-13.6516747610923,TRUE
"223",223,1,44,"Postgraduate",-0.0870609523983011,-19.3804955044886,TRUE
"224",224,1,45,"High School Graduate",1.07185737048082,-21.059387671069,TRUE
"225",225,1,26,"Postgraduate",1.2508756917058,-2.14012412579927,TRUE
"226",226,1,46,"High School Graduate",-0.429992944548418,-22.8304645256272,TRUE
"227",227,1,39,"Postgraduate",0.0341335122977034,-12.9475283665381,TRUE
"228",228,1,44,"High School Graduate",0.147067166471678,-23.0733706255501,TRUE
"229",229,1,21,"College Graduate",-0.388494988687339,0.716067437697005,TRUE
"230",230,1,25,"Some College",-0.0513154616121998,-1.35903151757953,TRUE
"231",231,1,49,"Some College",1.88614913301067,NA,FALSE
"232",232,1,27,"Postgraduate",-0.597733055982769,-3.24400840919206,TRUE
"233",233,1,21,"Postgraduate",-0.409164932209463,-0.508460115482586,TRUE
"234",234,1,41,"College Graduate",-0.952181358401317,-16.9672571332711,TRUE
"235",235,1,22,"High School Graduate",-0.173082519540475,-0.604092339732468,TRUE
"236",236,1,44,"Postgraduate",-0.141822987199533,-20.8679401702317,TRUE
"237",237,1,28,"Some College",-0.772375696427606,-4.82931202622047,TRUE
"238",238,1,31,"High School Graduate",-1.07456787036042,-7.03926563667145,TRUE
"239",239,1,35,"Some College",-0.264931815032147,-9.6500094801588,TRUE
"240",240,1,34,"College Graduate",-1.84416429011563,-10.1763163429971,TRUE
"241",241,1,27,"Some College",0.784945277249089,-3.40884384733507,TRUE
"242",242,1,40,"College Graduate",-0.808353466890946,-17.5809592002575,TRUE
"243",243,1,21,"High School Graduate",-0.148585394377874,0.158091149363123,TRUE
"244",244,1,34,"Postgraduate",-0.833819829248454,-8.88413029176552,TRUE
"245",245,1,33,"College Graduate",-0.360458387581535,-9.49840953620907,TRUE
"246",246,1,30,"Some College",-0.282590062721475,-4.89442288426807,TRUE
"247",247,1,33,"Some College",0.476207372012042,-9.45444473174467,TRUE
"248",248,1,37,"College Graduate",0.486128546722725,-11.8066604912172,TRUE
"249",249,1,24,"Some College",-0.811040975529394,-3.58744042867144,TRUE
"250",250,1,30,"High School Graduate",-0.287389272666074,-5.83179338728244,TRUE
"251",251,1,42,"High School Graduate",-1.94851433803678,-17.2296019124337,TRUE
"252",252,1,41,"Postgraduate",1.02457807422493,-16.2890000868472,TRUE
"253",253,1,28,"College Graduate",0.059886410249843,-4.19990898702285,TRUE
"254",254,1,31,"High School Graduate",1.2347120800163,-6.93246263445836,TRUE
"255",255,1,40,"College Graduate",0.737424119955112,-16.0239689118671,TRUE
"256",256,1,48,"High School Graduate",0.894385579571296,-26.3943535448335,TRUE
"257",257,1,49,"Postgraduate",1.20892101818789,NA,FALSE
"258",258,1,37,"Postgraduate",-0.0625646632270261,-12.5974333071002,TRUE
"259",259,1,30,"Postgraduate",-0.596604784820719,-5.10191954823231,TRUE
"260",260,1,45,"High School Graduate",0.844878314505746,-23.6792835268632,TRUE
"261",261,1,34,"Postgraduate",-0.416369002319283,-9.69433034993224,TRUE
"262",262,1,47,"High School Graduate",-0.708696053689267,NA,FALSE
"263",263,1,22,"Postgraduate",-0.785436775160757,-0.703853212632214,TRUE
"264",264,1,27,"College Graduate",-0.395389199243643,-2.87855753028767,TRUE
"265",265,1,48,"College Graduate",-0.830054737387054,NA,FALSE
"266",266,1,29,"College Graduate",-0.674796756332236,-5.26714397727784,TRUE
"267",267,1,38,"High School Graduate",-0.937596443923088,-14.0890751046588,TRUE
"268",268,1,29,"College Graduate",-0.357643423657163,-4.3918217964354,TRUE
"269",269,1,43,"Some College",1.8900313484072,-18.9148328515601,TRUE
"270",270,1,45,"Postgraduate",0.296093733093484,-21.2258509112774,TRUE
"271",271,1,50,"Some College",1.1480545216347,NA,FALSE
"272",272,1,46,"College Graduate",0.014645743361225,-23.4652266723763,TRUE
"273",273,1,30,"Some College",0.913868762203427,-6.01486094533433,TRUE
"274",274,1,37,"High School Graduate",-0.610747158640858,-12.104808201989,TRUE
"275",275,1,40,"College Graduate",0.855357847553891,-15.5725289568898,TRUE
"276",276,1,41,"High School Graduate",-0.986560905351155,-16.3367616694034,TRUE
"277",277,1,43,"College Graduate",0.661843068040115,-18.6649407204394,TRUE
"278",278,1,28,"High School Graduate",-0.462083863799203,-4.16940526705092,TRUE
"279",279,1,22,"Postgraduate",0.691545898481895,0.114351350596689,TRUE
"280",280,1,28,"High School Graduate",0.993775004986,-7.39406583755859,TRUE
"281",281,1,40,"Postgraduate",-0.251787481134992,-16.0540447484155,TRUE
"282",282,1,23,"Postgraduate",-0.072462857816993,-1.10025233524489,TRUE
"283",283,1,42,"Some College",-0.215224400939689,-18.0777396285343,TRUE
"284",284,1,27,"College Graduate",0.669254940478844,-4.874403911188,TRUE
"285",285,1,44,"High School Graduate",-2.48141273794757,NA,FALSE
"286",286,1,29,"High School Graduate",-1.13836782807046,-4.1483677447624,TRUE
"287",287,1,46,"Postgraduate",0.235211564756095,-23.0219643628137,TRUE
"288",288,1,41,"Some College",-0.319865914038361,-17.0152977507062,TRUE
"289",289,1,48,"High School Graduate",-0.141120072461894,-27.2179694509652,TRUE
"290",290,1,24,"College Graduate",-0.629315601473037,-0.544692603472301,TRUE
"291",291,1,48,"Some College",0.126316495844123,NA,FALSE
"292",292,1,40,"Postgraduate",-0.727603868762508,-15.3585347694441,TRUE
"293",293,1,21,"Some College",0.638476206351374,-0.103393838152438,TRUE
"294",294,1,38,"Some College",-0.469597746487246,-14.7685681509236,TRUE
"295",295,1,44,"Postgraduate",-0.521665855277836,-20.3572768501257,TRUE
"296",296,1,50,"Postgraduate",-0.572732891514882,NA,FALSE
"297",297,1,49,"College Graduate",0.75143943362715,NA,FALSE
"298",298,1,35,"College Graduate",-0.544539770974271,-8.95970081605716,TRUE
"299",299,1,40,"Some College",-1.77224315580273,-16.4082470078443,TRUE
"300",300,1,49,"High School Graduate",1.997462328538,-28.6201554725422,TRUE
"301",301,1,32,"Some College",0.646491721960879,-6.74530171422177,TRUE
"302",302,1,33,"Postgraduate",-0.38732164006606,-9.102017790215,TRUE
"303",303,1,33,"Postgraduate",-2.40359075844765,-9.3340497525683,TRUE
"304",304,1,47,"Some College",-0.233360766018672,-23.6414171704008,TRUE
"305",305,1,47,"High School Graduate",0.768899057631109,-27.2493397684208,TRUE
"306",306,1,33,"High School Graduate",-1.68314908412215,-7.55540502575365,TRUE
"307",307,1,43,"Some College",0.0962327848846423,-18.5130504161385,TRUE
"308",308,1,29,"Postgraduate",0.574069932985028,-3.28215409959983,TRUE
"309",309,1,31,"College Graduate",-0.790981433822897,-5.69433699621099,TRUE
"310",310,1,32,"Some College",0.637035790289621,-6.57949337993588,TRUE
"311",311,1,23,"High School Graduate",0.658430108511446,-1.67269047022003,TRUE
"312",312,1,36,"Postgraduate",0.659652568416673,-11.1861187150095,TRUE
"313",313,1,39,"College Graduate",-1.14844525083635,-15.0541906253903,TRUE
"314",314,1,23,"Postgraduate",-0.757297872014373,0.417436734966387,TRUE
"315",315,1,50,"High School Graduate",-0.053375473235712,NA,FALSE
"316",316,1,26,"Postgraduate",0.116643109888605,-2.0020290850356,TRUE
"317",317,1,39,"Some College",-1.08641027094505,-14.0389019814221,TRUE
"318",318,1,36,"College Graduate",0.508267128953872,-10.7470489727102,TRUE
"319",319,1,45,"College Graduate",-0.792631147741302,-22.1632052216601,TRUE
"320",320,1,21,"Postgraduate",-0.497966572681798,0.0869560837169653,TRUE
"321",321,1,27,"Postgraduate",-0.858653399385049,-2.74335527105768,TRUE
"322",322,1,38,"Some College",-1.01270067903824,-13.4074113431552,TRUE
"323",323,1,50,"Some College",0.84247621690725,NA,FALSE
"324",324,1,30,"High School Graduate",-0.0927135285815063,-6.28388765931752,TRUE
"325",325,1,45,"College Graduate",-0.0140913770271604,-21.2487574231479,TRUE
"326",326,1,48,"College Graduate",1.04953038351884,NA,FALSE
"327",327,1,42,"Postgraduate",-0.990077194176686,-17.9640987228598,TRUE
"328",328,1,24,"College Graduate",0.682048180625758,-0.285784253749173,TRUE
"329",329,1,45,"College Graduate",-0.118022857775569,NA,FALSE
"330",330,1,50,"Postgraduate",-1.03417907381005,NA,FALSE
"331",331,1,33,"High School Graduate",-0.00594493050423339,-7.45181458381682,TRUE
"332",332,1,26,"High School Graduate",2.53768459024147,-2.3089769571528,TRUE
"333",333,1,35,"Some College",-0.822130905265538,-9.83983782669207,TRUE
"334",334,1,26,"High School Graduate",-0.893210984317585,-2.78160657812824,TRUE
"335",335,1,24,"Postgraduate",0.278209275452607,-2.16502594193615,TRUE
"336",336,1,47,"High School Graduate",0.659478479022165,NA,FALSE
"337",337,1,35,"College Graduate",-0.198940836130902,-9.46733041076067,TRUE
"338",338,1,22,"Postgraduate",0.960724350669057,0.783122189747301,TRUE
"339",339,1,49,"Postgraduate",-1.15824482745986,NA,FALSE
"340",340,1,40,"High School Graduate",-1.05840615485627,-16.1584900142497,TRUE
"341",341,1,21,"College Graduate",-0.428024967768013,-1.00146814319866,TRUE
"342",342,1,33,"Postgraduate",-0.684633856600148,-5.86552770981523,TRUE
"343",343,1,34,"High School Graduate",0.0429714881870166,-8.67304390622753,TRUE
"344",344,1,35,"Postgraduate",0.253864389565542,-9.73206848226899,TRUE
"345",345,1,29,"Some College",-1.35033139248199,-4.16455352501812,TRUE
"346",346,1,41,"Postgraduate",-0.113132839587087,-15.3693557313766,TRUE
"347",347,1,31,"Some College",-2.43225048877949,-5.88145580860895,TRUE
"348",348,1,44,"High School Graduate",0.138755731212325,-18.88161847883,TRUE
"349",349,1,27,"Some College",-0.0562556562521983,-4.36078831848859,TRUE
"350",350,1,38,"Postgraduate",0.314334311708943,-13.3304503248934,TRUE
"351",351,1,25,"College Graduate",0.712730653063527,-0.318472146054,TRUE
"352",352,1,48,"High School Graduate",2.21507731120922,-27.1474667424968,TRUE
"353",353,1,26,"College Graduate",0.955063896959585,-1.69358042502676,TRUE
"354",354,1,31,"College Graduate",-0.721595833957937,-6.17583204954546,TRUE
"355",355,1,35,"College Graduate",0.140320970371628,-9.39335681253447,TRUE
"356",356,1,38,"Postgraduate",0.277533931455755,-12.2166645515188,TRUE
"357",357,1,35,"Some College",-0.518207650794296,-9.53793056751078,TRUE
"358",358,1,27,"College Graduate",-0.801900047648732,-2.66047239656651,TRUE
"359",359,1,40,"High School Graduate",-1.26408975828728,-15.7522796693572,TRUE
"360",360,1,48,"Postgraduate",-0.840413208941399,NA,FALSE
"361",361,1,22,"College Graduate",0.774112114089957,1.58066510374181,TRUE
"362",362,1,31,"Postgraduate",-0.195382759864897,-5.87303909874908,TRUE
"363",363,1,24,"High School Graduate",-0.366935343916279,-2.98665727163944,TRUE
"364",364,1,44,"High School Graduate",1.07150401078228,-21.0465633855245,TRUE
"365",365,1,24,"Postgraduate",1.11811340116629,-1.04609204077616,TRUE
"366",366,1,32,"High School Graduate",-0.125551693214465,-5.61680045995625,TRUE
"367",367,1,46,"College Graduate",-0.218354465391003,NA,FALSE
"368",368,1,30,"Postgraduate",-0.586260080032232,-5.85817174527989,TRUE
"369",369,1,48,"High School Graduate",-0.278041811280611,-26.8491148365135,TRUE
