y1,y0,d,outcome
.35073102,.50098008,0,.50098008
.9880144,1.4452401,0,1.4452401
.86612004,-.308272,0,-.308272
1.9931736,-.0027856266,0,-.0027856266
.094753899,1.8578022,0,1.8578022
1.883121,-.71224844,1,1.883121
-.42786458,-.51920277,0,-.51920277
2.0826817,.36700186,0,.36700186
.68876368,-1.5285293,1,.68876368
2.3030066,.29225856,0,.29225856
1.0629944,-2.4837258,1,1.0629944
3.7065294,-.91865331,1,3.7065294
1.3448157,.077036507,0,.077036507
2.176749,-1.0383224,1,2.176749
2.2060118,-.40541229,0,-.40541229
1.4438742,-.25531423,0,-.25531423
1.6014866,1.224682,0,1.224682
-.50395918,1.1083896,0,1.1083896
1.3928216,1.0774149,0,1.0774149
2.4353478,2.0700109,0,2.0700109
2.1332445,.027687464,1,2.1332445
1.0573436,.4393723,0,.4393723
1.5067204,1.6282524,0,1.6282524
2.0986488,.19766638,0,.19766638
.88113791,-.51365548,1,.88113791
1.3837487,-.20386074,0,-.20386074
1.8041445,-.33232734,1,1.8041445
.66732568,-.89932501,1,.66732568
2.2699482,-1.9220294,1,2.2699482
3.4157073,.23751023,0,.23751023
2.8431253,-1.0641387,1,2.8431253
1.7104831,.0029405123,0,.0029405123
.68944538,1.6559777,0,1.6559777
-.79379869,-.28457281,0,-.28457281
1.143445,.69727367,0,.69727367
2.3488011,-.37658089,1,2.3488011
.89412367,.35295016,0,.35295016
2.7405999,.89506328,0,.89506328
.88341206,-.25803176,1,.88341206
.6976096,-1.7995561,1,.6976096
1.1329604,-.20697103,0,-.20697103
2.9844944,-.49989718,1,2.9844944
1.4586563,-.26722959,0,-.26722959
.20101683,.63261205,0,.63261205
1.4055077,.36935875,0,.36935875
2.3269064,-2.2332458,1,2.3269064
1.8660059,.63307619,0,.63307619
1.1832848,-1.568841,1,1.1832848
1.3703207,.75693578,0,.75693578
1.8791374,-.54143119,1,1.8791374
2.5229511,-.96897203,1,2.5229511
1.3937683,-.08922676,0,-.08922676
2.1064153,-1.1375673,1,2.1064153
1.2362747,.28542989,1,1.2362747
.27856421,-2.0324783,1,.27856421
1.7145118,-.70101446,1,1.7145118
1.6123022,-.90626645,1,1.6123022
.17788893,-1.2336729,1,.17788893
1.5229596,-1.344483,1,1.5229596
.57546318,-1.5576451,1,.57546318
1.8523308,.76610833,0,.76610833
3.9582624,-.72630388,1,3.9582624
1.6304001,.28233442,0,.28233442
1.0366753,-1.1994374,1,1.0366753
1.3320284,-.70696026,1,1.3320284
1.0052984,.18388849,0,.18388849
-.36647746,-2.7401803,1,-.36647746
-.064663768,-1.5531397,1,-.064663768
.95349795,-.73853117,0,-.73853117
1.6991075,-.24703656,1,1.6991075
2.2814081,1.0417401,0,1.0417401
-.29609883,.3870897,0,.3870897
1.6915028,-.085244976,0,-.085244976
.48922536,-.61605221,1,.48922536
2.8032987,-1.8849468,1,2.8032987
.80609667,-.16294384,0,-.16294384
.44516945,.042941909,0,.042941909
1.5264646,.21129957,0,.21129957
2.8382812,.69937754,0,.69937754
1.6943241,-.064905569,0,-.064905569
2.0463951,1.2757121,0,1.2757121
1.5367752,.42751792,0,.42751792
2.1266751,.9053387,0,.9053387
1.7671154,1.6249902,0,1.6249902
.28585884,.76806575,0,.76806575
1.6134965,.25308955,0,.25308955
1.5674438,.50237679,0,.50237679
2.4773412,-.29027468,1,2.4773412
1.8685246,-.13158901,1,1.8685246
.7977795,.31310734,0,.31310734
.051437777,-1.0537894,0,-1.0537894
2.4638741,1.3302466,0,1.3302466
.87655115,-.31573898,0,-.31573898
3.0815918,.1363918,1,3.0815918
.35439041,-.34818456,0,-.34818456
2.2019756,.024677835,0,.024677835
1.1711168,.83845705,0,.83845705
1.3679863,.85247523,0,.85247523
3.4297976,1.9880666,0,1.9880666
3.5843422,.26418883,0,.26418883
1.9087965,.39489785,0,.39489785
.96457887,-.53492481,1,.96457887
1.8353968,.51603574,0,.51603574
.39824349,-.79797667,1,.39824349
1.9667749,-.40283704,0,-.40283704
2.1973829,.093876116,1,2.1973829
2.546716,1.0715055,0,1.0715055
.46314484,-1.2293556,1,.46314484
2.2808406,1.2264622,0,1.2264622
2.0093179,-.58741289,1,2.0093179
1.027488,.63800728,0,.63800728
.2043765,-.86606997,1,.2043765
-.19443737,1.2632202,0,1.2632202
.68926728,-.20617616,0,-.20617616
3.673229,-.38781729,1,3.673229
1.2859596,.0019389048,0,.0019389048
1.5795671,-.13827153,0,-.13827153
4.7209148,.058041181,1,4.7209148
3.7518642,1.6175981,0,1.6175981
2.7212889,-.62067759,1,2.7212889
2.3635721,-2.5339508,1,2.3635721
2.4542172,-.53160989,1,2.4542172
2.6368768,-1.0728043,1,2.6368768
4.2661977,-.89728492,1,4.2661977
1.5868222,-.21689981,1,1.5868222
1.2340027,-.17486098,0,-.17486098
1.6488564,-.51095968,1,1.6488564
2.2556572,.81863761,0,.81863761
.18163961,.7568565,0,.7568565
.51343459,1.6669483,0,1.6669483
.86856484,.55521715,0,.55521715
1.5566944,.014735047,1,1.5566944
.51352751,-.64367384,1,.51352751
2.1238337,-.33272579,0,-.33272579
2.4505649,-.53010571,1,2.4505649
1.2645246,-.49146912,1,1.2645246
1.2196276,-.34539029,1,1.2196276
2.2889724,.53992784,0,.53992784
2.2757075,1.1819044,0,1.1819044
2.5369167,.43927398,0,.43927398
2.5501385,.38812751,1,2.5501385
.01178799,-.55108714,0,-.55108714
.38955188,.73548579,0,.73548579
2.2480433,-.79175615,1,2.2480433
.20329434,.80217671,0,.80217671
1.6727626,2.0850034,0,2.0850034
.2356109,.75572318,0,.75572318
2.3603168,-.7636742,1,2.3603168
1.9445939,-.20621951,1,1.9445939
2.6923647,-1.3225516,1,2.6923647
3.0263493,-.53161693,1,3.0263493
2.3852749,1.5187987,0,1.5187987
.19654571,-.47649214,0,-.47649214
1.9756169,-1.7455689,1,1.9756169
1.7218983,.79281789,0,.79281789
1.3007927,-1.1270379,1,1.3007927
2.3562813,.35793075,0,.35793075
-.39465338,-.81638032,0,-.81638032
1.804716,.4967539,0,.4967539
1.4625589,-1.4725885,1,1.4625589
1.1094165,.45341241,0,.45341241
.55656165,-.60904813,1,.55656165
.75117117,2.1062229,0,2.1062229
2.820462,-2.2816622,1,2.820462
3.2012479,.98206413,0,.98206413
1.3227477,-.19160531,0,-.19160531
1.1453677,.64772099,0,.64772099
.89881581,.88614333,0,.88614333
2.3424642,-1.0856168,1,2.3424642
.28194338,-1.1672813,1,.28194338
2.1155252,.061720181,1,2.1155252
-.75490898,-.51374018,0,-.51374018
.10291073,-.95125175,1,.10291073
3.0945377,.61692536,0,.61692536
.41256526,.50766027,0,.50766027
1.0979714,-.74112427,1,1.0979714
1.0368617,-1.2791446,1,1.0368617
.53411442,-.55282211,0,-.55282211
.85003108,.79519427,0,.79519427
.69635427,-.44867676,1,.69635427
2.8075922,-.087456457,1,2.8075922
1.3199062,-.69742292,1,1.3199062
.51143813,-.80431575,1,.51143813
2.5155258,-1.4136335,1,2.5155258
1.1660903,-1.6211761,1,1.1660903
2.0202372,-.2115729,1,2.0202372
1.2143128,.79168648,0,.79168648
.0082572578,.15591282,0,.15591282
1.5460348,-1.544346,1,1.5460348
-2.1238945,-.99623442,0,-.99623442
2.1063328,.098977245,0,.098977245
3.7904556,.8501094,0,.8501094
.86470294,.10656707,0,.10656707
.849343,-.92834854,1,.849343
.1304495,-1.0630078,1,.1304495
2.9536762,-.86168486,1,2.9536762
.89968818,.54233402,0,.54233402
2.3902059,-1.8206806,1,2.3902059
-.16970427,.963853,0,.963853
1.9221679,.050880581,0,.050880581
-.55327308,-.19149877,0,-.19149877
1.336414,.7679221,0,.7679221
1.4113818,.75243586,0,.75243586
.92567277,-1.2670757,1,.92567277
1.5692871,-1.3394099,1,1.5692871
-.18009831,-1.8460118,1,-.18009831
.98897523,-.78139281,1,.98897523
5.0805521,-.74821699,1,5.0805521
.91195768,-.0033149826,0,-.0033149826
2.3433387,-.43214667,1,2.3433387
1.7566191,1.0167801,0,1.0167801
1.5422608,-.24940675,1,1.5422608
1.3042369,-1.2703661,1,1.3042369
3.0707626,-.08426629,1,3.0707626
1.0327072,-.15690276,0,-.15690276
1.1234256,-.37243804,0,-.37243804
1.3087633,-.9405036,1,1.3087633
1.5990539,.059914794,0,.059914794
1.8363948,-1.7146679,1,1.8363948
.44086954,-.36384434,1,.44086954
1.5121348,-1.7465893,1,1.5121348
-.14497882,-.64182103,0,-.64182103
.39257815,.10971857,0,.10971857
.75746673,.99610364,0,.99610364
1.5753447,-.91445869,1,1.5753447
2.8782289,.25609165,0,.25609165
2.0520499,1.5984436,0,1.5984436
1.8324169,-1.2215627,1,1.8324169
.88558543,-.80705386,1,.88558543
.74707562,-2.2019253,1,.74707562
1.413052,1.6000568,0,1.6000568
1.5841266,1.7316216,0,1.7316216
2.7456412,-1.9901532,1,2.7456412
1.9759035,-.25795034,1,1.9759035
.20580661,-.82832628,0,-.82832628
3.0359819,.66341072,0,.66341072
2.4034264,2.4440982,0,2.4440982
1.8196257,1.4025384,0,1.4025384
2.8757761,.27004936,0,.27004936
1.0122817,-1.9269629,1,1.0122817
.90983206,.34415105,0,.34415105
.60658419,-.94190753,1,.60658419
2.0474243,.14257644,0,.14257644
-.17002259,-.97970587,1,-.17002259
3.3978028,.069657385,1,3.3978028
-1.0438834,1.8355434,0,1.8355434
.70829433,-.92796415,1,.70829433
1.2353182,1.1145617,0,1.1145617
1.7750582,.79445064,0,.79445064
2.0581207,-.64093047,1,2.0581207
3.4499047,.42118767,0,.42118767
-.90651262,.17604737,0,.17604737
3.123919,1.5465586,0,1.5465586
-.71150583,-1.5577095,1,-.71150583
.52254897,-1.2315599,1,.52254897
.89221269,-.079908684,0,-.079908684
.80580664,-.76160544,1,.80580664
3.038449,-.090246879,1,3.038449
.72764468,1.2647536,0,1.2647536
1.4430953,1.2287948,0,1.2287948
2.1790819,-.032179259,1,2.1790819
.57428741,-.87871993,1,.57428741
2.6066182,.31423622,0,.31423622
3.1941707,-.36060712,1,3.1941707
2.6443372,1.0040197,0,1.0040197
.56834245,-1.7789364,1,.56834245
.59261489,1.2209201,0,1.2209201
-.066609941,.049328145,0,.049328145
.69400102,.10918859,0,.10918859
2.1720321,.98852462,0,.98852462
2.1502769,-1.0903869,1,2.1502769
-.32316473,-.0081256535,0,-.0081256535
.089796528,2.7720397,0,2.7720397
1.4044858,-.7468853,1,1.4044858
1.7909031,-1.2223371,1,1.7909031
1.079747,.87205863,0,.87205863
.52813959,1.0097735,0,1.0097735
1.2769136,-.6373297,1,1.2769136
.71195745,.87151331,0,.87151331
.83980846,.013157803,0,.013157803
1.0390871,-.1693304,0,-.1693304
1.3145853,-.40349004,1,1.3145853
1.5008552,-.11363628,0,-.11363628
-.31542468,1.6929779,0,1.6929779
2.8184938,-.14410427,1,2.8184938
2.2914279,.37713283,0,.37713283
2.2986357,.13718417,0,.13718417
.93698001,-.6201508,0,-.6201508
1.2439554,.38959202,0,.38959202
1.6578088,.86737788,0,.86737788
2.6034331,-1.1800214,1,2.6034331
1.2225449,-.34068727,1,1.2225449
.57244998,.23274325,0,.23274325
2.9761081,1.0631782,0,1.0631782
1.2212833,-1.0661739,1,1.2212833
1.5120093,.66472816,0,.66472816
1.907672,-.41520318,1,1.907672
1.79731,-1.0554,1,1.79731
2.4788978,.068081811,0,.068081811
1.2107749,-.71996832,1,1.2107749
2.4518836,-.97801191,1,2.4518836
3.9375525,1.1924263,1,3.9375525
-.15956137,.083432965,0,.083432965
1.654168,-1.3156357,1,1.654168
1.4303306,.031753946,1,1.4303306
1.8968058,.78745532,0,.78745532
1.4492295,.24368519,0,.24368519
1.012562,.067673564,0,.067673564
2.0396895,-.21987687,1,2.0396895
1.3309422,.8210066,0,.8210066
2.6851687,-.98681712,1,2.6851687
3.5532825,.2455975,1,3.5532825
.5196476,.50102431,0,.50102431
-.14589655,.5532645,0,.5532645
2.3543496,-.32545081,1,2.3543496
.41866246,1.066883,0,1.066883
2.7474527,-.95796281,1,2.7474527
.0056570079,2.021621,0,2.021621
.30785039,-1.5952866,1,.30785039
2.423214,-.8929348,1,2.423214
1.6265627,.36910614,1,1.6265627
1.253994,-.43299812,1,1.253994
1.3193685,1.5542504,0,1.5542504
2.3667092,1.2574284,0,1.2574284
1.9747187,.37493643,1,1.9747187
1.1229818,2.7662199,0,2.7662199
.85882068,1.1374763,0,1.1374763
2.000138,-1.0582142,1,2.000138
2.9615312,-.78179634,1,2.9615312
1.6427892,.64275008,0,.64275008
2.3709404,-1.5111036,1,2.3709404
.98194671,.37313542,0,.37313542
.98815924,1.0729694,0,1.0729694
2.3739648,.2816579,0,.2816579
1.603587,-.046700642,0,-.046700642
.8400234,-.013241533,0,-.013241533
.89081913,.81730312,0,.81730312
1.492583,.94877768,0,.94877768
2.6564019,-.39096263,1,2.6564019
-.098239452,.29988298,0,.29988298
3.0490086,-1.2177308,1,3.0490086
1.0716678,1.9694022,0,1.9694022
2.8730266,-.28092304,1,2.8730266
3.2971411,-.81462395,1,3.2971411
.51189095,1.1956013,0,1.1956013
2.3844061,1.0135012,0,1.0135012
2.4131749,.069070749,1,2.4131749
2.6882057,1.3352458,0,1.3352458
1.856253,-.66933417,1,1.856253
.88772213,.60720104,0,.60720104
.46040824,.68879479,0,.68879479
-.52164841,1.1062242,0,1.1062242
2.1752577,1.9999624,0,1.9999624
3.0479827,1.0474055,0,1.0474055
1.7056533,-1.2039155,1,1.7056533
2.3031988,2.1163788,0,2.1163788
2.974201,.72103435,0,.72103435
3.2355933,-.76048422,1,3.2355933
2.0063207,-1.3689945,1,2.0063207
1.5802499,-.80289441,1,1.5802499
3.5749114,-.085719787,1,3.5749114
2.1821668,-1.0581973,1,2.1821668
1.5108907,.45305195,0,.45305195
1.6214545,-.74638641,1,1.6214545
1.1685877,-1.6309264,1,1.1685877
1.4674504,.1452038,1,1.4674504
1.4936154,.29213062,0,.29213062
1.4236846,-.64469361,1,1.4236846
2.685745,-.73921144,1,2.685745
.62701958,.21124651,0,.21124651
1.5611317,-.89388061,1,1.5611317
2.2421651,.39020944,0,.39020944
.74290878,-1.3319263,1,.74290878
.083659187,-1.3753579,1,.083659187
3.981997,1.3306251,0,1.3306251
.23771693,-1.2958542,1,.23771693
.53963095,1.3741369,0,1.3741369
1.3306351,-.053522225,0,-.053522225
1.4575648,-1.4570397,1,1.4575648
3.1477144,.1233981,0,.1233981
2.0908961,-.89433032,1,2.0908961
2.0837839,-.36550912,1,2.0837839
1.3937542,-.91098154,1,1.3937542
1.4101422,-1.2374823,1,1.4101422
1.5409596,-.43331909,0,-.43331909
1.3048844,1.4483907,0,1.4483907
1.0006301,.2636987,0,.2636987
-.15876071,2.0388987,0,2.0388987
1.4355395,-1.3353657,1,1.4355395
1.3819578,.24087499,0,.24087499
1.4199414,-.5338763,1,1.4199414
.41081497,1.1776592,0,1.1776592
.48224863,.99707931,0,.99707931
2.1300991,-1.3192747,1,2.1300991
.99810517,.71672738,0,.71672738
1.5482483,.8050831,0,.8050831
1.1663133,-.31836912,1,1.1663133
3.9376607,2.5076509,0,2.5076509
.85849476,.46433538,0,.46433538
3.6074464,-1.0480433,1,3.6074464
3.0259602,1.0815257,0,1.0815257
-.73779577,1.8531916,0,1.8531916
2.2584989,-.48343951,1,2.2584989
1.0516386,.58964413,0,.58964413
.55690026,-1.1108733,1,.55690026
1.0649678,-.15158938,0,-.15158938
.82631242,-1.0792378,1,.82631242
.42354575,.77947509,0,.77947509
.1768233,-.42593884,0,-.42593884
-1.0260203,-.60890198,1,-1.0260203
.71206409,-.9974314,1,.71206409
1.3014829,-.0010912832,0,-.0010912832
3.9257905,.80560541,1,3.9257905
2.077527,.64449114,0,.64449114
1.681511,-.098974086,0,-.098974086
.38608056,1.0075798,0,1.0075798
.36380738,-1.6509224,1,.36380738
1.785766,-1.6254719,1,1.785766
.95842552,-.43946823,0,-.43946823
1.2106913,.72181946,0,.72181946
.65302598,.010277553,1,.65302598
-.056624919,1.9614962,0,1.9614962
3.3828015,-.118908,1,3.3828015
.45894039,.34142968,0,.34142968
1.4101336,.78751475,0,.78751475
1.2026803,-2.0168095,1,1.2026803
1.2127117,.59668279,0,.59668279
2.6130223,1.4722382,0,1.4722382
1.8356591,-4.1404228,1,1.8356591
.97482318,.86340332,0,.86340332
2.43188,-.6536932,1,2.43188
1.4535092,.74377036,0,.74377036
1.7935623,.32908219,0,.32908219
1.7071826,.054615036,1,1.7071826
1.1849842,-.35237417,0,-.35237417
.72117865,-1.1977496,1,.72117865
2.5936556,-1.5100154,1,2.5936556
1.4261105,-1.1208997,1,1.4261105
2.3517783,-1.6115649,1,2.3517783
2.7309952,-.071157239,1,2.7309952
1.0390534,1.0685748,0,1.0685748
1.1462704,.15383144,0,.15383144
2.0772789,.87806845,0,.87806845
1.5040025,-.4485794,1,1.5040025
1.7058786,-2.0497804,1,1.7058786
1.1122236,-1.6253072,1,1.1122236
1.7827424,-.40504816,1,1.7827424
1.0776323,-.92147535,1,1.0776323
.92805982,.11459351,0,.11459351
.20136718,-1.7767423,1,.20136718
2.6421783,-.16260219,1,2.6421783
1.5892892,-.27783057,0,-.27783057
3.2793424,-.97958869,1,3.2793424
2.5009303,.59917068,0,.59917068
2.8957088,1.1844779,0,1.1844779
1.2721401,-.90673894,1,1.2721401
.7638523,1.1108637,0,1.1108637
2.500339,-.81249154,1,2.500339
3.4237049,.44089484,0,.44089484
1.4547501,-.98902953,1,1.4547501
.75612992,1.8184502,0,1.8184502
1.5961536,1.4277264,0,1.4277264
1.9983722,-.69420397,1,1.9983722
-.70267034,.62512952,0,.62512952
2.5281622,-1.6074845,1,2.5281622
1.7798109,.2374526,0,.2374526
-.040985715,-.72705275,0,-.72705275
-.10702661,.81314057,0,.81314057
2.1137974,-.83620095,1,2.1137974
1.9778556,2.2028944,0,2.2028944
1.2278274,.036399432,0,.036399432
1.8827581,-.023811119,1,1.8827581
-.169046,.041327998,0,.041327998
1.4408457,-1.3600198,1,1.4408457
1.2159021,.18325745,0,.18325745
2.1501653,-.4486495,1,2.1501653
1.6113405,1.157203,0,1.157203
1.9727827,.4657566,0,.4657566
1.747028,-.47811812,1,1.747028
.62538129,-1.5615069,1,.62538129
2.0843587,-1.1786435,1,2.0843587
2.6197624,-.35940659,1,2.6197624
.57357049,-.19674286,1,.57357049
1.8206134,-1.6069632,1,1.8206134
2.9801695,-.68938345,1,2.9801695
-.28353348,.81874979,0,.81874979
.63765681,.36185566,0,.36185566
2.1954138,-3.7500138,1,2.1954138
.97148329,.57673073,0,.57673073
1.7680027,-.30490226,1,1.7680027
1.8767399,.27109182,0,.27109182
2.6807969,2.2725663,0,2.2725663
1.8736141,.73002183,0,.73002183
1.6341755,1.6818181,0,1.6818181
-.5109275,2.4728734,0,2.4728734
3.3487222,.034476437,1,3.3487222
2.2645352,-.6881724,1,2.2645352
.66930211,-.0010175981,0,-.0010175981
1.0922229,1.0057521,0,1.0057521
-.79296207,.46464711,0,.46464711
2.4728065,-.092783622,1,2.4728065
1.226614,-.30916265,0,-.30916265
1.8311527,-1.264945,1,1.8311527
.29130131,-.29930711,0,-.29930711
.55912918,-1.6365024,1,.55912918
1.772509,.49509493,0,.49509493
1.9470332,-.9701407,1,1.9470332
.45057416,.69589078,0,.69589078
1.7517736,-.17010409,0,-.17010409
.59164989,-.79555911,1,.59164989
2.7009656,.31783071,0,.31783071
.76619333,1.8398225,0,1.8398225
2.2741656,-.44706976,1,2.2741656
1.1452769,.81211001,0,.81211001
1.1397184,.32353282,0,.32353282
1.5725313,-.17718193,1,1.5725313
1.771467,-1.5505112,1,1.771467
2.5441821,.090450883,0,.090450883
.71936119,-.90034759,1,.71936119
.21649717,.34385645,0,.34385645
1.4109545,.82440472,0,.82440472
1.8701628,-.88636732,1,1.8701628
2.3629954,.73538071,0,.73538071
1.5244631,-2.2796733,1,1.5244631
1.0171976,.055220462,0,.055220462
1.8919245,.97458118,0,.97458118
1.1257477,-.45830527,0,-.45830527
.05433299,-.73781627,1,.05433299
2.365675,-.31140146,1,2.365675
1.294219,-.84045637,1,1.294219
1.8820424,1.0318727,0,1.0318727
.83138436,-.54812062,1,.83138436
.69551933,-.62702477,1,.69551933
1.8218027,.24149908,0,.24149908
1.5432724,-.15902553,0,-.15902553
1.668846,.6602326,0,.6602326
2.2392511,-.77019101,1,2.2392511
2.5167048,-.40754855,1,2.5167048
2.4453213,-.24797419,0,-.24797419
1.9019123,-1.2681789,1,1.9019123
-.30968171,.84511572,0,.84511572
2.0474353,-1.4145598,1,2.0474353
.46533835,2.8761125,0,2.8761125
.83765006,.21163474,0,.21163474
-.96586013,-1.6153091,1,-.96586013
1.1628762,1.1476018,0,1.1476018
.16771667,1.3646801,0,1.3646801
2.4797156,-.19742723,1,2.4797156
2.61326,-.95740378,1,2.61326
2.5105951,.17778115,0,.17778115
.5649069,1.9383305,0,1.9383305
1.9188118,-1.7152008,1,1.9188118
1.7235496,1.7585177,0,1.7585177
1.4159138,-1.2030387,1,1.4159138
1.7736373,-.46390191,1,1.7736373
1.4472711,1.2872394,0,1.2872394
1.1168479,.82781547,0,.82781547
3.1313765,.45593765,0,.45593765
2.1810815,1.8775005,0,1.8775005
1.9462019,.53640884,0,.53640884
.059804857,.36996034,0,.36996034
2.2443688,.16105305,1,2.2443688
1.4945378,1.4677575,0,1.4677575
2.5345209,-1.7264861,1,2.5345209
1.006994,-.82685757,1,1.006994
1.5925709,-.89549613,1,1.5925709
1.2376503,.96656215,0,.96656215
2.6402133,.39700097,0,.39700097
2.2862146,-.26657355,1,2.2862146
2.6746073,-1.7205188,1,2.6746073
.84040159,.43690985,0,.43690985
2.2188475,.16590047,0,.16590047
3.4311962,-.16523559,1,3.4311962
.17295451,-.22062168,0,-.22062168
1.6019425,.1273068,1,1.6019425
.3749291,.16799885,0,.16799885
.5003137,.95718771,0,.95718771
1.2056267,2.2590699,0,2.2590699
2.0090094,.48682573,0,.48682573
4.7779226,1.7348657,0,1.7348657
2.859535,-.89118159,1,2.859535
1.299464,-.012789371,1,1.299464
1.331277,1.0442115,0,1.0442115
2.2881656,-1.5955265,1,2.2881656
.042264517,-.32089609,0,-.32089609
3.157881,-.57307494,1,3.157881
1.1381319,1.7093195,0,1.7093195
2.5770433,.95209521,0,.95209521
2.3541503,.089478716,0,.089478716
2.9068289,.6752702,0,.6752702
.69399738,-.74599701,1,.69399738
3.1632302,-.81295896,1,3.1632302
.45933107,-.27394983,0,-.27394983
1.8257866,-1.0521713,1,1.8257866
-.6439687,1.1679784,0,1.1679784
2.5708666,2.5267017,0,2.5267017
2.2255125,-1.3723074,1,2.2255125
1.5304692,1.4110912,0,1.4110912
.29078448,.35125417,0,.35125417
2.0118511,-.48853734,1,2.0118511
2.4503467,.40484467,0,.40484467
1.9443002,.62748325,0,.62748325
1.8058426,-.76575339,1,1.8058426
3.1114147,-.87066066,1,3.1114147
2.3663967,1.9452461,0,1.9452461
1.9173019,-.03737573,1,1.9173019
1.944913,.079796456,0,.079796456
1.8382378,1.1575078,0,1.1575078
2.4109359,-1.123585,1,2.4109359
1.8510882,-.23610435,1,1.8510882
1.1098145,.49456406,0,.49456406
2.5140555,.77806729,0,.77806729
1.3647325,-1.7008162,1,1.3647325
1.7277013,-.47517002,1,1.7277013
1.5390335,.62700129,0,.62700129
1.2129312,1.1394041,0,1.1394041
2.5692565,1.2827393,0,1.2827393
2.1243446,-.726152,1,2.1243446
3.0425339,-.84928191,1,3.0425339
2.2873106,.58273113,0,.58273113
2.8470304,-1.1901417,1,2.8470304
-.23865065,1.6939878,0,1.6939878
2.7232473,-.17907348,1,2.7232473
1.3832502,.28823611,0,.28823611
.24875061,-.547988,0,-.547988
1.9881251,1.9409852,0,1.9409852
.49850306,2.1962781,0,2.1962781
.7879647,-1.2154208,1,.7879647
1.2823062,-.18316656,0,-.18316656
1.1897463,.67332309,0,.67332309
2.1936858,-1.3233081,1,2.1936858
.46946546,-1.1814632,1,.46946546
-1.0623384,-1.2111036,0,-1.2111036
-.28859982,1.5275398,0,1.5275398
.67946345,-.56577504,1,.67946345
.99496329,.18331042,0,.18331042
.53872055,1.5388635,0,1.5388635
2.7693217,.91058081,0,.91058081
.88967609,.033369925,0,.033369925
2.976227,-.44142672,1,2.976227
2.1034036,1.4120686,0,1.4120686
.42621705,.18392573,0,.18392573
-.39671248,.036652911,0,.036652911
.57161444,-.05751558,0,-.05751558
.91485095,.068657786,0,.068657786
2.0626562,-.18368326,1,2.0626562
.10218251,-.014243632,0,-.014243632
2.4119194,-1.5056663,1,2.4119194
3.030596,1.5927863,0,1.5927863
2.6782031,1.2889571,0,1.2889571
1.775947,.58339703,0,.58339703
1.081334,.99896049,0,.99896049
.27436492,-1.0808731,1,.27436492
-.10623888,.77504361,0,.77504361
1.0903198,-.34097379,0,-.34097379
1.3179336,1.1331486,0,1.1331486
1.2320406,.17305897,1,1.2320406
1.3293747,1.4488103,0,1.4488103
2.3437471,-.56918037,1,2.3437471
2.1371448,-.55924237,1,2.1371448
3.7524266,-1.1990858,1,3.7524266
2.3624413,.12110281,1,2.3624413
