"id","time","x","d"
435,1,4,0
436,1,5,0
437,1,3,0
438,1,1,0
439,1,4,0
440,1,0,0
441,1,1,0
442,1,0,0
443,1,3,0
444,1,3,0
445,1,4,0
446,1,5,1
447,1,2,0
448,1,5,0
449,1,5,0
450,1,2,0
451,1,3,0
452,1,6,0
453,1,3,0
454,1,3,0
455,1,0,0
456,1,6,0
457,1,3,1
458,1,3,0
459,1,0,0
460,1,5,0
461,1,2,1
462,1,3,0
463,1,1,0
464,1,6,0
465,1,2,0
466,1,1,0
467,1,2,0
468,1,5,0
469,1,3,0
470,1,1,0
471,1,2,0
472,1,4,0
473,1,5,1
474,1,6,0
475,1,6,0
476,1,0,0
477,1,4,0
478,1,4,1
479,1,2,0
480,1,2,0
481,1,1,0
482,1,4,0
483,1,4,0
484,1,0,0
485,1,6,0
486,1,1,0
487,1,5,0
488,1,5,0
489,1,2,0
490,1,1,0
491,1,2,0
492,1,2,1
493,1,2,0
494,1,5,1
495,1,4,1
496,1,4,0
497,1,2,0
498,1,3,0
499,1,3,0
500,1,3,0
501,1,1,0
502,1,2,0
503,1,3,0
504,1,3,0
505,1,4,0
506,1,5,0
507,1,1,0
508,1,6,1
509,1,3,0
510,1,6,0
511,1,3,0
512,1,3,0
513,1,3,1
514,1,1,0
515,1,3,0
516,1,0,0
517,1,2,1
518,1,4,0
519,1,2,0
520,1,6,0
521,1,2,0
522,1,6,0
523,1,4,0
524,1,0,0
525,1,5,0
526,1,1,0
527,1,0,0
528,1,0,0
529,1,1,0
530,1,1,0
531,1,5,0
532,1,5,0
533,1,5,0
534,1,0,0
535,1,0,0
536,1,2,0
537,1,3,0
538,1,0,0
539,1,0,0
540,1,5,0
541,1,4,0
542,1,4,0
543,1,2,0
544,1,4,0
545,1,0,0
546,1,6,0
547,1,6,1
548,1,5,0
549,1,6,0
550,1,6,0
551,1,5,0
552,1,5,0
553,1,1,0
554,1,6,1
555,1,2,0
556,1,0,0
557,1,5,0
558,1,3,0
559,1,3,0
560,1,4,0
561,1,6,0
562,1,0,0
563,1,2,0
564,1,6,0
565,1,5,0
566,1,6,0
567,1,4,0
568,1,4,0
569,1,6,0
570,1,5,1
571,1,3,0
572,1,2,0
573,1,1,0
574,1,5,0
575,1,4,1
576,1,1,0
577,1,1,0
578,1,5,1
579,1,1,0
580,1,2,0
581,1,3,0
582,1,0,0
583,1,6,0
584,1,3,0
585,1,6,0
586,1,2,0
587,1,0,0
588,1,5,0
589,1,4,0
590,1,1,0
591,1,3,0
592,1,2,0
593,1,1,0
594,1,2,0
595,1,1,0
596,1,6,0
597,1,2,0
598,1,3,0
599,1,5,0
600,1,3,1
601,1,1,0
602,1,5,0
603,1,0,0
604,1,2,0
605,1,4,0
606,1,0,0
607,1,3,0
608,1,3,0
609,1,2,0
610,1,6,1
611,1,0,0
612,1,2,0
613,1,6,0
614,1,6,0
615,1,1,0
616,1,0,0
617,1,5,0
618,1,1,0
619,1,1,0
620,1,0,0
621,1,3,0
622,1,4,0
623,1,1,0
624,1,0,0
625,1,2,0
626,1,0,0
627,1,2,0
628,1,1,0
629,1,1,0
630,1,2,0
631,1,6,1
632,1,6,0
633,1,1,0
634,1,3,1
635,1,4,0
636,1,1,0
637,1,6,0
638,1,2,0
639,1,6,0
640,1,2,0
641,1,2,1
642,1,1,0
643,1,1,0
644,1,3,1
645,1,2,0
646,1,3,1
647,1,2,1
648,1,2,0
649,1,2,0
650,1,0,0
651,1,6,0
652,1,1,0
653,1,3,0
654,1,5,0
655,1,1,0
656,1,6,0
657,1,5,0
658,1,4,0
659,1,0,0
660,1,2,0
661,1,2,0
662,1,1,0
663,1,4,0
664,1,1,0
665,1,3,0
666,1,3,0
667,1,2,0
668,1,1,0
669,1,3,0
670,1,4,0
671,1,1,0
672,1,3,1
673,1,6,0
674,1,3,0
675,1,2,0
676,1,6,0
677,1,2,0
678,1,0,0
679,1,3,1
680,1,0,0
681,1,1,0
682,1,1,0
683,1,4,0
684,1,6,0
685,1,0,0
686,1,3,0
687,1,6,0
688,1,4,0
689,1,5,0
690,1,1,1
691,1,1,0
692,1,2,0
693,1,3,1
694,1,1,0
695,1,6,0
696,1,3,0
697,1,6,0
698,1,4,0
699,1,0,0
700,1,6,0
701,1,3,0
702,1,3,0
703,1,5,0
704,1,0,0
705,1,0,0
706,1,5,0
707,1,3,0
708,1,1,0
709,1,3,0
710,1,0,0
711,1,3,0
712,1,1,0
713,1,0,0
714,1,0,0
715,1,1,0
716,1,2,0
717,1,0,0
718,1,3,0
719,1,2,0
720,1,5,0
721,1,0,0
722,1,5,0
723,1,3,0
724,1,0,0
725,1,2,0
726,1,2,0
727,1,6,0
728,1,2,0
729,1,0,0
730,1,2,0
731,1,1,0
732,1,0,1
733,1,3,1
734,1,4,0
735,1,1,0
736,1,1,0
737,1,2,0
738,1,4,0
739,1,0,0
740,1,5,1
741,1,3,0
742,1,6,0
743,1,0,0
744,1,3,0
745,1,4,0
746,1,3,0
747,1,5,0
748,1,3,0
749,1,6,0
750,1,2,0
751,1,4,1
752,1,0,0
753,1,2,0
754,1,4,0
755,1,0,0
756,1,3,0
757,1,3,0
758,1,2,0
759,1,5,0
760,1,3,0
761,1,6,0
762,1,2,0
763,1,3,0
764,1,4,0
765,1,6,1
766,1,4,0
767,1,2,0
768,1,3,0
769,1,0,0
770,1,6,0
771,1,4,1
772,1,4,0
773,1,1,0
774,1,2,0
775,1,6,0
776,1,3,0
777,1,1,0
778,1,6,0
779,1,5,0
780,1,6,1
781,1,0,1
782,1,4,0
783,1,6,0
784,1,5,0
785,1,6,0
786,1,6,1
787,1,5,0
788,1,3,0
789,1,2,0
790,1,3,0
791,1,0,0
792,1,0,0
793,1,4,0
794,1,4,0
795,1,3,0
796,1,2,0
797,1,4,1
798,1,4,1
799,1,6,0
800,1,5,0
801,1,4,1
802,1,3,0
803,1,6,0
804,1,0,0
805,1,6,0
806,1,1,0
807,1,4,0
808,1,4,0
809,1,3,0
810,1,4,0
811,1,2,0
812,1,6,0
813,1,3,0
814,1,4,0
815,1,0,1
816,1,1,0
817,1,3,0
818,1,3,0
819,1,2,0
820,1,6,0
821,1,3,0
822,1,1,0
823,1,3,0
824,1,5,0
825,1,3,0
826,1,2,1
827,1,0,0
828,1,0,0
829,1,3,0
830,1,4,0
831,1,1,0
832,1,2,0
833,1,4,1
834,1,3,0
835,1,1,0
836,1,5,0
837,1,0,0
838,1,1,0
839,1,2,0
840,1,6,0
841,1,2,0
842,1,1,0
843,1,6,0
844,1,4,0
845,1,2,0
846,1,1,0
847,1,4,1
848,1,6,0
849,1,4,0
850,1,2,0
851,1,6,0
852,1,3,0
853,1,2,0
854,1,2,0
855,1,5,0
856,1,3,0
857,1,2,0
858,1,6,1
859,1,3,0
860,1,6,0
861,1,0,0
862,1,2,0
863,1,5,0
864,1,5,0
865,1,5,0
866,1,2,0
867,1,1,0
868,1,1,0
869,1,5,1
870,1,4,0
871,1,6,1
872,1,1,0
873,1,1,1
874,1,2,0
875,1,4,0
876,1,1,0
877,1,2,1
878,1,2,0
879,1,2,0
880,1,4,1
881,1,0,0
882,1,4,0
883,1,1,0
884,1,6,0
885,1,4,0
886,1,0,1
887,1,2,1
888,1,6,0
889,1,1,0
890,1,3,0
891,1,0,1
892,1,0,0
893,1,0,0
894,1,5,0
895,1,0,0
896,1,6,0
897,1,1,0
898,1,3,0
899,1,0,0
900,1,1,0
901,1,6,0
902,1,6,0
903,1,5,0
904,1,4,0
905,1,4,1
906,1,3,0
907,1,0,0
908,1,0,0
909,1,0,0
910,1,6,0
911,1,5,0
912,1,4,0
913,1,4,0
914,1,6,1
915,1,4,1
916,1,0,0
917,1,4,0
918,1,4,0
919,1,6,0
920,1,6,0
921,1,4,0
922,1,1,0
923,1,6,0
924,1,6,0
925,1,0,0
926,1,4,0
927,1,4,0
928,1,1,0
929,1,1,0
930,1,5,0
931,1,1,0
932,1,6,0
933,1,2,0
934,1,2,0
935,1,1,0
936,1,2,0
937,1,6,0
938,1,1,0
939,1,5,0
940,1,4,1
941,1,1,0
942,1,6,0
943,1,1,0
944,1,0,0
945,1,4,0
946,1,6,0
947,1,2,0
948,1,5,0
949,1,3,0
950,1,1,0
951,1,3,0
952,1,0,0
953,1,5,0
954,1,5,1
955,1,5,1
956,1,0,0
957,1,2,0
958,1,5,0
959,1,2,0
960,1,2,0
961,1,5,0
962,1,2,0
963,1,3,0
964,1,2,0
965,1,2,0
966,1,6,0
967,1,4,0
968,1,1,0
969,1,5,0
970,1,6,0
971,1,5,0
972,1,4,0
973,1,1,0
974,1,1,0
975,1,1,0
976,1,4,0
977,1,2,0
978,1,2,0
979,1,6,0
980,1,4,0
981,1,6,0
982,1,5,0
983,1,0,0
984,1,2,0
985,1,6,0
986,1,2,0
987,1,1,0
988,1,1,0
989,1,2,0
990,1,4,1
991,1,5,0
992,1,1,0
993,1,2,0
994,1,0,1
995,1,4,0
996,1,5,0
997,1,3,0
998,1,5,0
999,1,4,1
1000,1,5,0
1001,1,6,0
1002,1,0,0
1003,1,4,0
1004,1,1,0
1005,1,6,0
1006,1,0,0
1007,1,1,0
1008,1,2,0
1009,1,2,0
1010,1,6,0
1011,1,0,0
1012,1,6,1
1013,1,1,0
1014,1,5,1
1015,1,4,0
1016,1,2,0
1017,1,4,1
1018,1,5,0
1019,1,1,0
1020,1,6,0
1021,1,3,1
1022,1,4,0
1023,1,6,0
1024,1,6,0
1025,1,5,0
1026,1,3,0
1027,1,3,0
1028,1,3,1
1029,1,4,0
1030,1,5,0
1031,1,5,0
1032,1,2,0
1033,1,5,0
1034,1,6,0
1035,1,0,0
1036,1,3,0
1037,1,6,0
1038,1,3,1
1039,1,1,0
1040,1,5,0
1041,1,3,0
1042,1,5,0
1043,1,1,0
1044,1,1,0
1045,1,6,0
1046,1,0,0
1047,1,0,0
1048,1,6,1
1049,1,3,0
1050,1,6,0
1051,1,0,0
1052,1,0,0
1053,1,2,0
1054,1,1,0
1055,1,4,0
1056,1,0,0
1057,1,3,0
1058,1,0,0
1059,1,6,0
1060,1,5,0
1061,1,2,0
1062,1,2,0
1063,1,5,1
1064,1,1,0
1065,1,3,0
1066,1,1,0
1067,1,2,1
1068,1,0,0
1069,1,6,0
1070,1,4,0
1071,1,0,0
1072,1,6,0
1073,1,6,0
1074,1,0,0
1075,1,6,1
1076,1,0,0
1077,1,5,0
1078,1,5,0
1079,1,3,0
1080,1,4,0
1081,1,1,0
1082,1,2,0
1083,1,4,0
1084,1,4,0
1085,1,2,0
1086,1,0,0
1087,1,6,0
1088,1,3,0
1089,1,3,0
1090,1,0,0
1091,1,4,0
1092,1,6,0
1093,1,5,0
1094,1,2,0
1095,1,3,0
1096,1,5,0
1097,1,4,0
1098,1,1,0
1099,1,5,0
1100,1,4,0
1101,1,1,0
1102,1,4,0
1103,1,3,0
1104,1,2,0
1105,1,2,0
1106,1,5,0
1107,1,6,0
1108,1,4,1
1109,1,2,0
1110,1,0,0
1111,1,3,0
1112,1,0,0
1113,1,4,0
1114,1,1,0
1115,1,3,0
1116,1,5,0
1117,1,3,0
1118,1,3,0
1119,1,3,0
1120,1,4,0
1121,1,1,0
1122,1,0,0
1123,1,4,0
1124,1,0,0
1125,1,2,0
1126,1,5,0
1127,1,1,0
1128,1,6,0
1129,1,4,1
1130,1,0,0
1131,1,5,0
1132,1,0,0
1133,1,6,0
1134,1,1,0
1135,1,5,1
1136,1,1,0
1137,1,0,0
1138,1,3,1
1139,1,3,1
1140,1,4,1
1141,1,5,0
1142,1,4,0
1143,1,3,0
1144,1,2,0
1145,1,5,0
1146,1,2,0
1147,1,1,0
1148,1,1,0
1149,1,3,0
1150,1,3,0
1151,1,0,0
1152,1,0,0
1153,1,2,0
1154,1,4,1
1155,1,4,0
1156,1,5,1
1157,1,3,0
1158,1,3,0
1159,1,3,0
1160,1,0,1
1161,1,2,0
1162,1,6,0
1163,1,2,1
1164,1,3,0
1165,1,3,0
1166,1,5,1
1167,1,4,0
1168,1,4,0
1169,1,4,1
1170,1,0,0
1171,1,6,0
1172,1,1,0
1173,1,4,0
1174,1,5,0
1175,1,5,1
1176,1,4,0
1177,1,3,0
1178,1,0,0
1179,1,0,0
1180,1,1,0
1181,1,5,1
1182,1,4,0
1183,1,3,0
1184,1,2,0
1185,1,1,0
1186,1,3,0
1187,1,1,0
1188,1,5,0
1189,1,5,0
1190,1,6,0
1191,1,0,0
1192,1,0,0
1193,1,2,0
1194,1,6,1
1195,1,3,0
1196,1,4,0
1197,1,0,0
1198,1,1,0
1199,1,6,1
1200,1,0,0
1201,1,1,0
1202,1,6,0
1203,1,0,1
1204,1,3,0
1205,1,5,1
1206,1,2,0
1207,1,1,0
1208,1,6,0
1209,1,5,1
1210,1,0,0
1211,1,1,0
1212,1,0,0
1213,1,4,0
1214,1,6,0
1215,1,6,1
1216,1,5,0
1217,1,0,0
1218,1,3,0
1219,1,1,0
1220,1,5,0
1221,1,4,0
1222,1,3,0
1223,1,0,0
1224,1,3,0
1225,1,4,0
1226,1,0,0
1227,1,4,0
1228,1,6,0
1229,1,1,1
1230,1,1,0
1231,1,1,0
1232,1,4,0
1233,1,3,0
1234,1,4,0
1235,1,0,0
1236,1,0,0
1237,1,5,0
1238,1,6,1
1239,1,0,0
1240,1,0,0
1241,1,5,0
1242,1,5,0
1243,1,6,1
1244,1,1,0
1245,1,3,1
1246,1,6,0
1247,1,5,0
1248,1,6,0
1249,1,6,1
1250,1,5,0
1251,1,1,0
1252,1,4,0
1253,1,2,0
1254,1,0,0
1255,1,3,0
1256,1,2,0
1257,1,0,0
1258,1,3,0
1259,1,4,0
1260,1,4,0
1261,1,1,0
1262,1,2,0
1263,1,2,0
1264,1,4,0
1265,1,4,1
1266,1,3,0
1267,1,1,0
1268,1,2,0
1269,1,1,0
1270,1,5,0
1271,1,5,0
1272,1,4,0
1273,1,4,0
1274,1,4,0
1275,1,0,0
1276,1,4,0
1277,1,2,0
1278,1,1,0
1279,1,4,0
1280,1,5,0
1281,1,0,0
1282,1,4,0
1283,1,0,0
1284,1,4,0
1285,1,1,0
1286,1,0,0
1287,1,1,0
1288,1,2,0
1289,1,5,1
1290,1,4,0
1291,1,3,0
1292,1,2,0
1293,1,3,0
1294,1,3,0
1295,1,2,0
1296,1,1,0
1297,1,5,0
1298,1,6,0
1299,1,3,0
1300,1,4,0
1301,1,1,0
1302,1,1,0
1303,1,5,1
1304,1,5,0
1305,1,2,0
1306,1,1,0
1307,1,6,0
1308,1,4,0
1309,1,3,0
1310,1,5,0
1311,1,2,0
1312,1,5,1
1313,1,2,0
1314,1,6,0
1315,1,6,0
1316,1,5,1
1317,1,3,0
1318,1,4,0
1319,1,0,0
1320,1,2,0
1321,1,5,0
1322,1,1,0
1323,1,0,0
1324,1,0,0
1325,1,3,0
1326,1,2,0
1327,1,3,0
1328,1,2,0
1329,1,4,0
1330,1,5,0
1331,1,0,0
1332,1,2,0
1333,1,6,0
1334,1,1,0
1335,1,3,0
1336,1,1,0
1337,1,4,0
1338,1,5,0
1339,1,1,0
1340,1,5,0
1341,1,4,0
1342,1,1,0
1343,1,3,0
1344,1,3,0
1345,1,0,0
1346,1,6,0
1347,1,3,0
1348,1,5,0
1349,1,4,0
1350,1,0,0
1351,1,3,0
1352,1,1,0
1353,1,0,0
1354,1,0,0
1355,1,1,0
1356,1,2,0
1357,1,0,0
1358,1,0,0
1359,1,6,0
1360,1,0,0
1361,1,5,0
1362,1,3,1
1363,1,1,0
1364,1,1,0
1365,1,1,0
1366,1,3,1
1367,1,2,0
1368,1,1,0
1369,1,2,0
1370,1,6,0
1371,1,1,0
1372,1,6,0
1373,1,3,0
1374,1,4,0
1375,1,5,0
1376,1,1,0
1377,1,4,0
1378,1,4,1
1379,1,4,0
1380,1,3,1
1381,1,0,0
1382,1,1,0
1383,1,6,1
1384,1,2,1
1385,1,4,0
1386,1,1,1
1387,1,0,0
1388,1,2,0
1389,1,1,0
1390,1,3,0
1391,1,1,0
1392,1,6,0
1393,1,5,0
1394,1,6,0
1395,1,2,0
1396,1,3,0
1397,1,3,0
1398,1,2,0
1399,1,6,0
1400,1,0,0
1401,1,1,0
1402,1,4,0
1403,1,4,0
1404,1,4,0
1405,1,4,0
1406,1,0,0
1407,1,4,0
1408,1,0,0
1409,1,1,1
1410,1,3,0
1411,1,4,0
1412,1,6,0
1413,1,2,0
1414,1,1,0
1415,1,6,0
1416,1,5,0
1417,1,0,0
1418,1,1,0
1419,1,3,0
1420,1,0,0
1421,1,2,0
1422,1,5,0
1423,1,6,1
1424,1,1,0
1425,1,6,0
1426,1,5,0
1427,1,1,0
1428,1,0,1
1429,1,2,0
1430,1,6,0
1431,1,4,0
1432,1,6,0
1433,1,1,0
1434,1,0,0
1435,1,5,0
1436,1,4,0
1437,1,3,0
1438,1,3,0
1439,1,0,0
1440,1,2,0
1441,1,2,0
1442,1,6,0
1443,1,4,0
1444,1,4,1
1445,1,5,0
1446,1,6,0
1447,1,3,0
1448,1,0,0
1449,1,5,0
1450,1,4,0
1451,1,1,0
1452,1,4,0
1453,1,6,0
1454,1,0,0
1455,1,2,0
1456,1,4,0
1457,1,2,0
1458,1,1,0
1459,1,3,0
1460,1,5,0
1461,1,6,0
1462,1,4,0
1463,1,0,1
1464,1,6,0
1465,1,2,0
1466,1,5,0
1467,1,1,0
1468,1,6,0
1469,1,4,0
1470,1,4,0
1471,1,3,1
1472,1,1,0
1473,1,4,0
1474,1,3,0
1475,1,0,0
1476,1,2,0
1477,1,3,1
1478,1,0,0
1479,1,2,0
1480,1,5,0
1481,1,0,0
1482,1,6,1
1483,1,1,0
1484,1,0,0
1485,1,5,0
1486,1,1,0
1487,1,6,1
1488,1,0,0
1489,1,4,0
1490,1,4,0
1491,1,4,1
1492,1,5,0
1493,1,0,0
1494,1,6,1
1495,1,0,0
1496,1,1,0
1497,1,1,0
1498,1,4,0
1499,1,6,0
1500,1,1,0
1501,1,0,0
1502,1,1,0
1503,1,3,0
1504,1,0,0
1505,1,1,0
1506,1,3,0
1507,1,3,0
1508,1,3,0
1509,1,6,0
1510,1,5,1
1511,1,6,1
1512,1,1,0
1513,1,6,0
1514,1,0,0
1515,1,3,0
1516,1,4,0
1517,1,3,0
1518,1,4,1
1519,1,2,0
1520,1,1,0
1521,1,6,0
1522,1,4,0
1523,1,4,0
1524,1,0,0
1525,1,4,1
1526,1,6,1
1527,1,4,0
1528,1,6,1
1529,1,5,0
1530,1,4,0
1531,1,3,0
1532,1,0,0
1533,1,5,0
1534,1,5,1
1535,1,0,0
1536,1,0,0
1537,1,2,0
1538,1,4,0
1539,1,6,0
1540,1,5,0
1541,1,1,0
1542,1,0,0
1543,1,2,0
1544,1,1,0
1545,1,6,0
1546,1,5,1
1547,1,0,0
1548,1,2,0
1549,1,5,0
1550,1,4,0
1551,1,4,0
1552,1,5,0
1553,1,1,0
1554,1,1,0
1555,1,1,0
1556,1,0,0
1557,1,0,0
1558,1,6,0
1559,1,6,0
1560,1,5,0
1561,1,0,0
1562,1,1,0
1563,1,0,0
1564,1,6,0
1565,1,2,1
1566,1,4,0
1567,1,2,0
1568,1,0,0
1569,1,6,0
1570,1,6,0
1571,1,5,0
1572,1,2,0
1573,1,0,0
1574,1,1,0
1575,1,0,0
1576,1,3,0
1577,1,1,0
1578,1,3,0
1579,1,6,1
1580,1,2,0
1581,1,2,0
1582,1,5,0
1583,1,5,0
1584,1,4,1
1585,1,6,0
1586,1,4,0
1587,1,2,0
1588,1,4,0
1589,1,2,0
1590,1,6,0
1591,1,1,0
1592,1,5,0
1593,1,4,1
1594,1,6,0
1595,1,6,0
1596,1,1,0
1597,1,0,0
1598,1,5,0
1599,1,0,0
1600,1,6,0
1601,1,6,0
1602,1,2,0
1603,1,3,1
1604,1,5,0
1605,1,6,1
1606,1,3,0
1607,1,6,0
1608,1,1,0
1609,1,1,0
1610,1,0,0
1611,1,1,1
1612,1,2,0
1613,1,3,0
1614,1,0,0
1615,1,1,0
1616,1,3,0
1617,1,1,0
1618,1,4,0
1619,1,4,1
1620,1,0,0
1621,1,2,0
1622,1,5,0
1623,1,5,0
1624,1,2,0
1625,1,0,0
1626,1,1,0
1627,1,4,0
1628,1,0,0
1629,1,1,0
1630,1,0,0
1631,1,4,1
1632,1,0,0
1633,1,0,0
1634,1,1,0
1635,1,0,0
1636,1,2,0
1637,1,4,1
1638,1,0,0
1639,1,5,0
1640,1,3,1
1641,1,5,0
1642,1,0,0
1643,1,3,0
1644,1,0,0
1645,1,2,0
1646,1,4,0
1647,1,1,0
1648,1,2,0
1649,1,4,0
1650,1,3,0
1651,1,0,0
1652,1,0,0
1653,1,0,0
1654,1,2,0
1655,1,6,0
1656,1,1,0
1657,1,4,0
1658,1,1,0
1659,1,3,0
1660,1,5,0
1661,1,5,1
1662,1,6,0
1663,1,3,0
1664,1,6,0
